Patient_ID	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO004	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	13CO001	14CO001	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO006	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004	01CO001.N	01CO005.N	01CO006.N	01CO008.N	01CO013.N	01CO014.N	01CO015.N	01CO019.N	01CO022.N	05CO002.N	05CO003.N	05CO006.N	05CO007.N	05CO011.N	05CO015.N	05CO020.N	05CO026.N	05CO028.N	05CO029.N	05CO032.N	05CO033.N	05CO034.N	05CO035.N	05CO037.N	05CO039.N	05CO041.N	05CO044.N	05CO045.N	05CO047.N	05CO048.N	05CO049.N	05CO050.N	05CO053.N	05CO054.N	06CO001.N	06CO002.N	09CO005.N	09CO006.N	09CO008.N	09CO011.N	09CO013.N	09CO014.N	09CO015.N	09CO018.N	09CO019.N	09CO022.N	11CO005.N	11CO007.N	11CO008.N	11CO010.N	11CO018.N	11CO019.N	11CO020.N	11CO021.N	11CO022.N	11CO027.N	11CO030.N	11CO031.N	11CO032.N	11CO033.N	11CO036.N	11CO037.N	11CO039.N	11CO042.N	11CO043.N	11CO044.N	11CO045.N	11CO047.N	11CO048.N	11CO051.N	11CO052.N	11CO053.N	11CO054.N	11CO057.N	11CO058.N	11CO060.N	11CO061.N	11CO062.N	11CO070.N	11CO072.N	11CO077.N	11CO079.N	14CO002.N	14CO005.N	15CO001.N	15CO002.N	16CO002.N	16CO003.N	16CO006.N	16CO011.N	20CO001.N	20CO003.N	20CO004.N	20CO006.N	20CO007.N	21CO006.N	21CO007.N	22CO004.N	22CO006.N	27CO004.N
DLC1	8.7004	8.1241	9.3106	7.9009	8.633	7.6653	8.6221	8.0498	7.2761	10.3869	8.5699		8.1799	8.5887	9.4778	9.0848	9.3794	8.3309	9.2574	8.8918	7.4094	7.8392	8.3576	9.6421	9.1421	9.1189	9.3219	8.0715	8.3619	9.3174	7.3399	6.6294	8.8857	8.5275	7.1497	7.9366	7.4346	8.1033	8.3264	10.062000000000001	9.2831	7.8765	8.676	8.4051	8.2527	9.0334	7.9944	7.6439	8.0112	8.4429	9.1948	7.1293	8.4676	8.6689	9.9643	9.5755	8.7515	9.4221	8.4136	7.9189	8.8361	7.6795	7.9658	9.1396	8.4051	8.9248	7.5392	8.6475	8.3174	9.1267	9.2432	9.697000000000001	10.137	9.5196	8.6073	8.2992	8.2527	8.9039	8.9189	8.0768	8.1948	7.3399	9.1163	8.9944	8.2808	9.0688	8.4346			7.4512	8.9858	8.0056	9.3174	8.982999999999999	8.5622	8.5584	8.9454	9.1059	7.5314	9.7039	8.3354	7.1599		7.7944	8.6257	8.5507	7.2479	9.4858	9.3576	8.9915																																																																																																				
DLG1	11.4136	11.1331	11.0423	12.0444	10.7936	10.9766	10.8595	11.2088	11.0566	11.1066	11.1105		10.2515	10.8796	10.3554	10.96	11.032	11.0539	11.5309	11.2076	11.3548	11.8005	10.9039	10.9801	11.0634	11.1749	10.4676	11.0987	10.4727	10.3421	10.972999999999999	10.9388	10.8811	11.2324	10.716	11.2963	10.9374	10.8971	10.8849	11.1611	11.1548	11.5741	11.3163	11.0654	11.0362	10.8963	11.1586	11.2473	11.4435	11.0	10.8502	11.0014	11.0251	10.5803	10.4878	10.6221	11.568	11.3259	11.0895	11.2923	10.8788	11.0967	11.0708	10.7398	10.8408	10.8978	11.3004	10.8803	11.0647	11.2923	10.9873	10.6952	11.0928	10.8834	10.8556	11.0928	10.9498	11.0715	11.0795	10.6662	10.944	11.1286	10.7474	11.1542	11.0668	10.944	11.318			11.3343	11.1183	10.812999999999999	11.4954	11.0941	10.7805	11.1693	11.0035	10.9159	10.8588	11.4798	10.7822	11.0768		11.3837	11.0748	11.6041	11.3253	11.1984	10.9226	11.196																																																																																																				
DLG4	5.7549	5.7549	6.4094	4.8074	6.5392	5.3576	6.0224	6.2095	5.0444	7.7549	6.5699		5.0	6.3219	7.5469	6.5078	6.5699	6.8826	6.8202	7.0334	3.7004	5.4919	4.7549	7.1699	6.5236	7.0	6.8455	5.6439	6.2479	6.9189	6.3219	5.4263	6.1497	6.3038	7.2095	5.7004	5.7549	6.4263	6.0661	6.7814	7.8887	6.0875	6.4094	6.0	6.4263	6.9773	6.0224	6.1085	6.0444	4.9542	7.5469	5.7279	6.7944	6.9069	7.2574	7.3487	6.7279	8.2574	5.585	5.5236	6.858	5.3219	6.585	7.375	6.6147	6.8948	5.2095	6.3399	6.4263	6.9069	7.3038	7.2192	7.4919	6.7142	6.5392	5.9773	6.9658	7.0112	6.6865	7.1997	5.7549	6.2668	7.2192	7.1997	6.6582	7.3576	6.7944			5.0444	6.585	6.375	6.8329	6.8202	6.8329	6.7004	6.6865	6.9189	5.9773	7.4346	7.3129	5.8074		5.6147	6.7004	6.3219	4.9069	7.7879	6.4094	7.2761																																																																																																				
DLG5	9.2503	10.0941	9.6202	9.8025	9.7142	9.6221	8.2192	9.5392	10.4564	10.4969	10.7168		8.4635	9.8154	9.8872	9.9352	10.1408	9.6865	10.3718	10.7296	8.1548	8.8009	7.8517	9.5196	10.0182	10.4419	10.4898	10.3454	10.821	11.318	9.2527	9.7632	9.3859	10.1447	10.1687	9.5216	9.9844	9.0688	10.1485	9.8688	10.0307	9.5469	10.236	10.5401	9.9901	9.6165	9.42	8.9513	9.1396	9.3902	10.1085	9.4512	9.2527	10.5078	10.6644	10.722000000000001	10.0498	11.1039	10.0403	8.5962	10.1799	8.2574	10.007	9.8218	9.0848	9.6239	9.1085	10.6147	9.7262	10.4105	10.9352	10.0539	10.3955	10.4838	9.5216	9.5078	9.7912	10.0251	9.943999999999999	9.9129	9.0607	8.1085	10.4979	9.8025	9.1749	9.7108	9.5353			8.9658	10.96	9.8025	10.9658	9.8122	10.2668	9.4919	10.363	10.2058	8.8796	10.1749	9.8611	10.1072		8.697000000000001	9.4094	10.4686	9.6707	9.4798	8.7448	9.8424																																																																																																				
DLGAP5	10.4168	8.4998	9.683	9.5981	9.9929	10.7108	10.2923	9.6707	10.8734	8.1293	10.0042		11.0788	9.7879	9.543	8.9069	10.633	10.5078	8.8329	10.275	10.9144	9.7731	11.6375	10.5469	8.7211	8.3923	9.8963	10.1898	11.272	10.6175	9.8424	10.1712	10.4564	10.3276	10.9823	11.1163	10.021	9.5488	8.3038	8.0607	9.2143	10.7624	9.7398	8.7781	9.9844	9.0848	9.9858	11.8106	9.4051	9.3443	8.9887	11.4035	9.5812	9.1421	8.7142	8.7649	9.4676	8.8796	9.4696	10.6653	9.5157	11.1674	9.7928	9.7846	11.0546	9.7499	11.5172	9.2597	9.4429	9.8517	8.8918	9.388	9.1548	10.0112	10.6055	10.0539	8.7879	9.1997	10.1874	9.8796	10.1886	11.2644	10.5372	10.2866	8.8517	8.224	9.4367			10.4481	9.4696	9.7125	10.0848	9.8765	8.5999	8.7415	10.4788	8.5236	10.3608	9.1421	9.9396	10.236		9.5353	9.1699	9.3465	9.2312	9.8376	9.9787	9.7074																																																																																																				
DLL1	7.6221	7.0661	7.5774	7.6511	8.3487	7.2854	6.8202	6.9425	7.1898	7.4676	8.0928		7.3923	9.1849	8.2288	8.375	8.3837	7.7211	8.1396	8.1293	6.5546	6.7279	7.1085	7.3129	6.8826	7.3663	6.7142	8.7682	8.3619	8.7649	6.2854	5.7549	6.2854	7.6511	7.1997	7.7748	6.858	6.7415	6.7004	6.7814	7.4009	7.0112	7.0334	7.3923	6.4094	6.7004	6.9658	7.1189	6.1497	6.7682	7.5546	7.1085	6.4263	7.0	8.0821	6.3399	7.7682	6.9542	7.0112	6.4594	6.1293	5.6439	7.4094	6.5078	7.5314	6.6294	7.1699	7.3487	6.2288	5.9307	7.585	6.9425	8.3264	7.4919	6.2288	6.8202	6.2668	5.7004	7.3576	7.1189	6.1497	5.5546	8.0875	5.6724	6.2288	6.2668	6.7279			5.8074	8.4838	6.7279	9.7944	7.6935	7.5314	6.6294	7.2095	7.1898	6.0444	7.0224	7.1497	6.3399		6.8202	6.3923	7.585	6.4094	8.1085	6.3399	7.3923																																																																																																				
DLL4	8.0334	7.983	7.9425	6.8329	8.1799	6.8704	8.1137	8.9009	7.7748	8.3966	8.1849		7.7549	7.8765	8.7108	8.6653	9.1972	7.6147	9.0634	8.224	6.4429	7.8887	7.3923	6.6147	7.1997	8.3531	8.7814	9.3663	6.8202	7.6724	7.4512	8.1749	6.1497	8.2095	8.3531	7.1189	7.7415	7.9009	8.543	7.5157	7.9484	7.5314	8.5314	7.8887	8.7177	7.8704	7.6294	7.1799	7.4512	7.5392	8.8106	6.5546	7.1497	8.0928	8.4094	7.4676	8.5038	8.4838	8.8517	7.3923	7.9484	6.8826	7.7211	7.3663	9.2192	8.2384	7.5699	7.8074	8.5622	8.2761	8.3619	8.982999999999999	8.4305	7.4757	7.2192	7.858	8.0279	7.9366	7.9129	7.6511	8.3174	6.585	8.3663	6.7142	8.4179	7.6366	8.4009			6.8704	9.3707	7.5078	8.8074	8.8455	8.7977	7.3309	8.5038	7.7347	7.5999	7.3399	8.0168	7.4998		6.6582	7.375	7.7549	7.0661	7.6294	7.4429	7.5314																																																																																																				
DNA2	8.7846	8.0607	8.2854	8.0334	8.3794	9.1523	8.5392	8.697000000000001	10.007	7.2192	8.9687		9.9337	9.2456	8.4388	8.1497	9.3354	8.3219	8.5236	9.6511	9.5887	9.058	9.4346	8.8455	8.3619	8.2336	8.1189	9.0056	9.2456	9.1059	8.7616	8.3837	8.7582	8.2479	9.4959	9.2738	8.697000000000001	8.4388	8.3038	7.7482	8.3354	9.1573	8.9571	8.2574	8.375	7.6147	8.7279	9.6742	8.5661	8.8041	7.1997	9.7108	8.6618	8.3531	7.858	7.6935	7.3129	9.1085	9.0498	9.697000000000001	8.2046	10.3805	8.3487	8.1497	8.3923	8.3354	9.66	8.375	7.8202	8.3966	8.1085	8.7682	7.7748	8.9248	9.2831	9.1573	8.5157	8.0056	8.8329	9.2946	8.2095	9.4325	8.9658	9.0795	7.8765	8.2854	8.2095			9.4284	8.5887	8.8857	8.7108	8.9337	7.4998	8.2192	8.5157	7.5392	8.5236	8.1447	8.611	9.0224		8.2046	8.5392	8.4388	8.6724	8.6546	8.543	8.4959																																																																																																				
DNM1L	10.9951	10.1293	11.3608	11.4838	11.0126	11.2609	11.062000000000001	11.0748	11.0688	11.1668	11.1079		11.4934	11.294	11.0403	11.0403	11.3421	11.3636	11.327	11.749	10.9873	10.9816	11.1787	11.6957	11.5177	10.8564	11.1312	11.242	11.1144	10.821	10.890999999999998	10.9571	11.2143	11.1774	11.242	11.2871	11.3129	10.7151	10.8549	11.4357	10.9901	11.2935	11.3015	10.7177	11.0063	11.2186	11.102	11.628	11.4584	11.2161	10.7347	11.6064	11.628	10.4676	10.8353	11.0855	11.1929	11.1261	10.9144	11.4094	11.1731	11.1478	11.6152	11.2046	11.431	11.3083	11.6466	10.8803	10.6402	10.7524	11.0126	11.4273	10.9054	11.599	11.6389	11.0327	11.014000000000001	11.421	11.0681	11.286	10.9425	11.6243	11.0668	11.3902	11.1867	11.1351	11.3298			11.5396	11.0119	10.9084	11.0587	10.6944	10.8956	11.1643	11.445	10.7748	11.6129	11.1929	11.345999999999998	11.2491		11.137	11.527999999999999	11.1299	11.1124	11.2354	10.9454	11.2946																																																																																																				
DNMT1	9.6564	10.8202	9.9701	9.4346	11.3652	9.5527	9.6689	10.1267	10.007	10.236	11.2842		9.2831	10.0967	10.2656	10.7322	11.1586	10.6448	11.2021	10.9744	8.4512	8.8486	8.0553	9.2527	9.6202	10.2935	10.642999999999999	10.2408	11.1383	11.5555	9.732999999999999	10.8502	9.4998	10.058	10.8471	9.7279	10.1824	8.9687	9.6777	9.5736	10.0279	8.8455	10.4767	10.5575	10.3399	10.2046	10.0821	9.2264	9.058	10.0715	9.6847	9.796	7.96	10.5078	11.0014	10.3185	9.9159	10.8416	10.0967	9.3465	9.6883	9.3859	9.7398	10.1408	10.2131	9.8502	9.1447	10.8665	10.6439	11.1668	11.4696	11.2503	10.8138	10.8281	10.3761	10.0848	10.1485	10.5028	10.1573	9.8186	9.8234	8.2095	10.6537	10.1421	10.5868	9.6777	10.2819			9.2408	11.5445	9.5755	11.6221	10.6156	9.5755	9.4179	10.5821	9.9887	8.817	9.5887	9.5469	10.2958		9.8857	9.8329	10.2773	9.5793	9.6493	7.7682	10.0182																																																																																																				
DPM1	10.3465	11.5589	9.9454	10.4848	10.4959	10.2609	11.9869	11.0961	9.9715	10.4645	9.6073		11.3608	10.1485	10.0251	10.8517	11.1325	10.543	10.8281	10.7887	11.0042	12.0828	11.3837	10.5555	10.9751	11.0741	9.5718	9.8313	10.3163	9.796	11.5338	10.5507	10.7091	10.6528	10.8826	11.168	10.8384	11.9705	11.5122	10.4615	10.2586	10.8849	11.0348	10.6073	10.6284	10.4252	11.5878	11.5656	11.9866	11.7372	10.2656	10.9936	11.4486	11.4696	9.5275	10.3934	10.6591	9.9159	10.8025	12.4239	10.9181	11.0272	10.7977	9.6952	10.1267	11.4898	11.7503	10.7871	10.8234	10.4798	10.5594	11.2819	9.9263	9.676	11.1196	11.3309	12.115	11.0835	10.5622	10.5353	11.6101	10.9425	9.9114	10.2842	11.7125	11.3393	10.6421			11.9005	9.8704	11.4247	10.2276	10.8673	10.8258	11.1997	11.7879	10.7591	10.817	9.8673	10.3276	11.2432		10.4878	11.5618	10.7499	11.7686	10.2167	11.8021	10.9908																																																																																																				
DTL	9.2312	8.9278	8.7347	8.9744	8.7649	10.2633	9.6724	9.0028	10.9958	8.2095	9.972999999999999		9.6847	9.817	9.1548	9.6073	10.1176	9.9218	9.783	10.3208	9.716000000000001	8.8826	9.3815	8.9744	9.3554	8.7582	10.0348	10.097999999999999	10.1762	9.5255	9.8842	9.6018	10.792	9.1774	10.3696	9.4594	8.9039	8.982999999999999	8.4429	8.6294	8.7715	9.3509	9.2046	9.3597	9.3465	8.4263	8.817	8.7616	8.7177	9.2761	8.388	10.3061	8.0498	8.3663	9.3174	8.0768	9.1215	9.9278	9.137	8.7715	8.388	11.0403	9.1319	9.3129	9.7347	8.0715	9.5078	9.2761	8.6935	9.1523	9.2456	9.8918	8.7846	9.6384	9.8025	9.5641	9.1163	8.2761	9.3945	8.9571	9.1972	8.8611	9.4838	9.8719	9.1749	9.1774	9.224			9.7039	9.8313	8.611	9.697000000000001	9.7515	9.1033	9.2336	9.0634	8.6366	9.1898	8.4998	9.0607	9.0279		9.9189	8.1241	9.6475	9.0768	9.0028	8.7748	9.0607																																																																																																				
DTNBP1	8.7616	9.0875	8.4051	8.0498	8.7912	8.5118	9.1163	8.4553	8.2992	8.7279	8.2854		8.3923	8.8265	8.5999	8.7482	9.0196	8.1396	8.3354	8.6221	8.4263	8.7211	9.0715	8.2761	8.8074	8.6511	8.0498	8.4512	8.9484	8.4878	8.5157	8.4635	8.2384	8.543	9.0498	8.3837	8.5812	8.5999	8.8392	8.9454	8.5736	8.2336	8.5157	9.1724	8.7682	9.5137	8.6402	8.6366	9.2143	8.9129	8.1447	9.1898	8.2715	9.3287	8.2761	8.683	8.3399	8.9944	8.4009	9.0334	8.5314	8.9009	9.0634	8.7039	8.8329	8.3083	8.6036	9.0251	9.3487	9.137	9.0307	8.4798	8.5622	8.5661	8.3129	8.6402	8.9454	8.9944	8.3219	8.1699	8.8138	8.3443	7.3837	8.2574	9.0334	8.2668	9.1948			8.7814	8.6073	9.1241	8.8009	8.8704	8.4051	8.7515	8.6036	9.2288	8.5925	8.3219	9.3061	8.8486		8.2621	8.4429	8.6689	8.6724	8.5699	9.0634	8.5546																																																																																																				
DTX2	8.8611	9.9542	8.8138	9.4325	10.3219	9.1898	8.7177	9.3332	8.8074	9.4676	9.8281		9.3443	8.4136	9.817	9.9586	10.1536	9.8376	10.1228	9.4284	8.2432	8.4838	7.6294	8.2046	8.2715	9.6795	8.7482	8.7482	10.5028	9.7912	9.6582	10.3038	8.1849	9.5275	8.4388	8.9396	10.1046	9.2597	9.6865	9.0112	9.1599	9.0954	9.4858	9.7582	10.4998	9.137	9.1849	9.1523	8.6795	9.5527	10.3987	8.6257	8.3576	10.2819	9.4179	9.3443	9.4615	9.3376	10.0526	9.2527	9.3619	8.1344	9.8057	9.2216	8.7515	8.817	8.7682	10.2715	10.0265	9.6883	9.9366	9.7279	9.0821	9.3287	9.0056	9.7879	8.9658	8.6439	9.8704	9.2644	9.3729	8.3219	9.5622	9.1599	9.4798	8.9658	9.5018			9.2384	11.0661	9.7039	9.5793	9.3287	9.7879	8.9396	9.8329	9.6036	8.7944	8.8673	8.6935	9.4757		9.1059	8.8704	9.2969	9.1948	8.6184	8.9454	9.4696																																																																																																				
DTX3	6.0224	6.375	7.2384	4.3219	6.3399	6.3576	6.7004	6.6724	4.7004	8.7515	6.9425		6.1497	6.3399	7.8517	6.8948	6.8948	6.3399	7.1599	7.9248	5.2095	6.0224	5.9542	7.5392	8.1033	7.4429	7.9773	6.7944	5.4263	6.4594	6.8826	6.3219	5.9069	6.7415	5.5546	6.2288	7.0334	7.1396	6.0	7.4429	6.7682	6.8704	6.4919	6.4094	7.3923	6.9425	6.2095	6.8826	6.7279	5.858	7.8642	5.3576	7.3399	7.8455	6.8074	8.1548	7.9484	7.7074	7.6439	6.1293	7.3399	5.0875	6.7549	7.3487	6.5078	7.7616	6.1085	7.6724	8.0553	7.7682	8.0875	7.6294	8.0	7.4676	6.7415	7.7004	6.3399	7.5546	7.9129	6.9307	6.5392	6.4094	7.1396	7.1799	6.8074	8.0607	6.8074			5.7279	6.4094	7.1497	8.5962	7.2384	8.1599	7.2761	6.6865	7.8329	6.0875	8.1898	7.858	5.5546		7.1189	7.3129	6.9425	5.7004	7.6795	8.0	7.9009																																																																																																				
DTX3L	11.0028	11.0914	11.1453	11.675999999999998	11.4813	11.4594	10.6812	10.972999999999999	10.9844	11.3292	11.8262		9.8297	10.8918	11.5003	10.9099	11.5118	11.5132	11.4263	10.8353	10.5196	11.1517	11.0748	10.888	10.4398	10.9016	11.1523	11.7669	12.0161	10.0715	10.9352	11.1818	11.1248	11.1929	10.875	10.6987	11.3382	10.8734	10.4168	10.3365	11.0841	11.0755	11.2562	11.1189	11.3729	11.821	10.7474	11.4497	10.4645	11.3225	10.8384	11.1312	10.062000000000001	11.4367	11.8281	11.2282	11.1033	11.5555	10.7682	10.6627	11.0231	12.0808	11.4579	11.239	11.8372	10.972999999999999	11.0382	10.8289	11.0251	12.0658	11.5058	11.1163	11.3788	11.577	11.0593	11.3231	11.1053	10.7381	10.9944	11.0355	11.3504	10.5343	10.7566	10.5887	11.4898	10.9322	10.8727			10.3309	12.1049	10.3902	10.6935	10.972999999999999	10.4767	11.1261	10.8872	10.9794	11.0808	11.1561	11.7351	10.7134		11.0056	10.8619	10.6475	11.0848	11.7415	10.7632	10.7507																																																																																																				
DTX4	10.3287	10.6564	10.6439	10.857999999999999	10.875	10.3049	9.9513	10.1163	10.2033	10.1762	10.599		10.6248	8.1497	10.1306	10.9476	10.137	9.1948	10.764000000000001	10.5167	10.0715	10.4909	9.0954	9.2831	10.4491	10.7541	9.4094	10.6627	10.23	10.9564	10.2252	10.3826	9.783	10.764000000000001	8.8265	10.151	10.2796	9.9844	10.6339	10.6795	10.5774	10.4788	10.2969	11.3202	11.0362	10.875	10.1972	10.3912	10.6018	10.5575	9.8673	9.6724	10.2009	10.5765	10.3038	10.9972	10.8895	10.9121	10.7151	10.599	10.7624	10.0782	10.5878	10.6511	9.1923	10.6064	10.4747	10.633	11.0627	10.3095	10.3376	10.2703	10.6027	10.1163	9.2384	10.4136	10.0403	10.4988	10.7398	9.7665	11.3026	8.7313	10.4147	10.1523	10.5565	9.9901	10.8122			10.1485	10.6165	9.8719	9.9801	10.5971	10.4778	10.0593	9.9129	10.7398	10.0498	10.1254	10.1046	10.668		10.375	10.0835	11.3805	10.4666	9.9801	10.3998	10.4707																																																																																																				
DTYMK	9.1497	9.5981	8.7039	7.6795	8.8673	9.7731	10.0782	9.7879	10.4179	7.9944	8.8265		10.5999	9.3619	9.3287	8.611	9.7074	9.2621	9.4635	9.8025	9.7532	9.7364	10.5088	9.4136	9.402999999999999	8.5584	9.2021	9.5137	10.115	9.0389	9.7177	9.9248	9.375	9.1699	10.7211	10.4533	9.6294	9.2969	9.683	8.1799	8.4757	9.9527	8.8642	8.9099	9.3815	8.7279	10.0485	10.7764	9.6653	9.7228	8.817	10.1459	9.4533	9.3106	9.1699	8.3487	9.1649	9.0471	8.9715	10.4147	9.3332	10.1636	9.6742	8.9009	10.1649	9.1624	10.3298	9.1724	9.207	9.3038	8.8517	9.2046	8.2479	9.1624	9.236	8.9944	9.2668	8.0607	9.0688	9.8948	9.5275	9.8439	9.5216	9.3987	9.2264	9.3641	9.545			10.4818	8.8106	9.6987	9.0417	10.2131	9.1724	8.5699	9.0607	8.6546	9.9687	8.4919	9.0715	9.5981		9.1898	9.1497	8.8009	8.9009	8.7912	9.7004	9.1774																																																																																																				
DUSP1	11.0868	9.0715	9.4284	9.5333	12.2527	10.5661	9.9484	11.2473	9.2288	13.0777	10.7715		11.4818	11.3674	11.9556	11.0788	11.9636	11.2767	11.411	10.623	11.6248	11.2603	11.4949	13.5195	10.6768	11.988	11.3026	11.5976	11.6362	10.0928	10.3772	9.3859	12.1335	10.783	9.3685	11.6362	9.2479	11.5265	11.3581	11.1737	10.8742	11.0423	11.2222	9.8872	9.8106	11.6243	11.7973	11.9458	10.9418	11.7628	11.8198	10.102	11.7928	10.3343	11.8834	10.9241	10.3365	11.128	11.2574	10.9374	11.6812	11.1523	11.2796	10.9972	11.4843	12.0063	10.0375	11.7013	11.1935	11.7822	11.1092	11.8142	12.1768	12.3584	10.9556	10.7566	10.1163	11.0119	10.5479	12.2204	9.4263	12.196	10.8925	10.8494	9.7814	11.0908	11.8281			11.3471	10.9542	10.7871	10.66	12.2969	10.0056	11.0627	11.9447	11.7288	10.6961	10.8273	10.4429	8.5157		9.7928	12.6083	10.3663	9.5196	10.7599	11.7541	12.4838																																																																																																				
DUSP14	8.0168	7.9307	7.9129	6.9307	8.0168	7.9484	8.7313	7.9425	8.0444	8.1085	7.8074		8.5314	8.3443	8.6865	8.1497	7.2668	8.7448	7.4263	8.3966	8.9069	8.5661	8.5469	9.2668	8.2946	7.8265	8.1849	7.2761	9.3707	9.2503	8.6147	9.0028	8.7682	8.375	8.5236	9.058	7.9715	8.7211	8.9189	9.5058	8.3794	8.1749	7.7879	7.8826	8.5118	7.4009	8.097999999999999	7.9189	8.4221	8.3083	7.3219	8.2143	8.8857	8.4136	7.8517	8.633	8.1799	7.5622	8.2761	8.4798	8.1997	8.2432	7.4179	8.4263	8.2992	7.9715	7.9484	8.1749	8.5925	7.9189	8.611	8.3038	7.7004	8.4009	8.5469	8.9248	8.6294	8.1189	7.6582	8.69	7.7482	8.7515	7.96	8.0875	8.2479	8.8424	8.8611			9.0526	7.6582	9.0471	7.1799	8.0444	8.3837	8.2192	8.9099	8.0875	8.5038	8.6402	8.3354	8.3399		8.1799	9.1421	7.7482	8.0112	8.4594	9.2761	8.0224																																																																																																				
DUSP4	7.8517	6.7142	7.9366	11.0808	9.6707	10.3197	7.2761	7.098	10.3955	8.4346	10.1485		6.5699	12.6461	12.5503	8.3354	7.8765	9.9744	9.1085	7.7004	10.2946	6.2668	9.4656	10.0875	7.8642	8.0	10.9307	11.1818	11.7486	13.1244	8.1649	5.585	12.8461	7.4346	9.6917	8.9972	8.9159	7.5236	7.2479	8.2479	9.6671	6.5699	7.3837	8.2992	8.9972	9.8154	7.8765	7.4594	8.0	8.6257	9.6865	10.3891	8.0661	7.7074	11.4476	9.4051	8.2192	9.2761	8.224	7.0661	7.0768	9.1137	7.1189	9.3376	8.4838	6.5699	6.9189	7.5925	7.4757	9.2021	9.5392	8.0334	9.3923	10.0553	9.2992	7.5925	7.3576	10.0941	10.0526	11.8474	7.7748	8.8106	10.3685	9.9454	7.6073	8.2854	7.7142			7.3399	10.4737	9.4533	10.4543	8.4553	8.6073	7.5078	8.9099	7.7814	9.3443	8.8857	9.9129	6.5078		7.5236	7.4179	8.4179	6.4429	10.3151	7.9773	8.9887																																																																																																				
DUSP6	11.2935	10.9823	11.255	11.4299	11.3581	10.9432	11.8944	11.0203	11.0668	10.8773	11.1655		11.374	11.5023	11.8661	11.0	12.0	10.9374	10.944	11.4671	11.218	10.1111	11.7586	11.8761	10.9901	10.5594	11.9024	11.4131	11.0327	13.0406	11.4569	11.4471	11.4919	10.7177	12.3149	11.5821	11.6275	11.4094	11.0961	10.8811	11.6948	10.6564	11.6303	10.9344	10.722000000000001	11.2101	10.5469	11.168	11.0471	11.4691	11.2568	13.1824	12.2288	10.6996	11.7322	11.0341	11.703	11.6883	10.2288	11.0334	10.6978	12.2273	11.2952	11.4194	10.7607	10.825	10.4615	11.3592	11.2662	11.7048	11.5048	10.6795	11.1131	11.5934	11.0028	10.9958	10.6448	10.9571	11.5392	11.7557	10.29	12.9082	12.0289	10.9129	10.4294	10.5565	10.9024			10.5018	10.6339	12.0119	10.2276	10.6156	10.3587	10.2923	11.6693	10.722000000000001	11.9697	12.1978	11.3236	11.0566		12.0251	10.7356	12.0721	10.8146	11.7377	11.1033	11.9024																																																																																																				
DUSP7	7.8765	7.9887	7.9887	7.5999	8.4757	8.4798	7.9069	8.4094	7.7944	8.3399	9.0334		8.1749	7.983	9.5565	8.1189	8.6865	8.4388	8.7977	8.3264	6.858	6.6439	7.2192	7.9425	7.5999	7.6935	8.3309	7.7482	9.1849	10.3487	7.7482	8.7177	7.8202	8.1898	8.6294	7.0444	8.3531	7.3309	7.6147	8.1137	8.1948	7.1396	8.1189	7.9009	7.5392	7.7142	7.8265	7.7682	7.6221	7.6073	8.683	8.7482	7.7211	8.1948	9.1421	8.6865	7.7879	8.8265	7.9658	7.4512	8.1085	7.1997	8.1799	8.5999	8.8361	8.0444	7.983	8.3663	8.3129	8.8202	8.857999999999999	8.633	8.8826	8.6294	7.7482	7.585	7.8009	8.3399	8.1849	8.5962	7.9425	7.6073	8.8642	8.1241	8.5962	7.6366	7.7682			6.7415	9.1948	8.0821	8.633	8.2432	8.4346	7.8009	8.3038	8.1997	7.6935	8.5887	8.0875	8.5353		7.5392	8.097999999999999	7.6865	7.4594	8.4594	7.4838	7.8074																																																																																																				
